Account or Security,Coupon,Maturity Date,Quantity,Cost Value,Market Value,Year,Industry
PEPSICO INC,1.25,04/30/18,570000,569931.6,567920.64,2015,
PEPSICO INC,1.25,04/30/18,150000,150018,149452.8,2015,
PEPSICO INC,1,10/13/17,470000,469008.3,467548.95,2015,
PEPSICO INC,1.25,04/30/18,570000,569931.6,569282.37,2016,
PEPSICO INC,1.25,04/30/18,150000,150018,149811.15,2016,
PEPSICO INC,1,10/13/17,245000,244483.05,244837.81,2016,
PEPSICO INC,1.35,10/04/19,585000,584912.25,580552.83,2016,
PEPSICO INC,1.5,02/22/19,290000,291389.1,288986.16,2016,
PEPSICO INC,2.25,01/07/19,80000,82405.6,80950.32,2016,
PEPSICO INC,1.51,02/22/19,380000,380000,382976.16,2016,
PEPSICO INC,1.35,10/04/19,540000,539919,533576.16,2017,
PEPSICO INC,1.5,02/22/19,290000,291389.1,288674.41,2017,
PEPSICO INC,1.85,04/30/20,195000,195312.75,193428.89,2017,
PEPSICO INC,2,04/15/21,195000,194961,192781.88,2017,
PEPSICO INC,1.7,10/06/21,265000,253978.65,253419.24,2018,
PEPSICO INC,2,04/15/21,145000,144971,141369.06,2018,
PEPSICO INC,2.25,03/19/25,606000,605569.74,647647.35,2020,
PEPSICO INC,0.75,05/01/23,1964000,1960111.28,1981867.23,2020,
PEPSICO INC,0.75,05/01/23,130000,129742.6,131182.66,2020,
PEPSICO INC,2.25,03/19/25,606000,605569.74,636847.76,2021,
PEPSICO INC,0.4,10/07/23,502000,501713.86,502489.62,2021,
PEPSICO INC,0.4,10/07/23,502000,501713.86,486971.27,2022,
PEPSICO INC,4.45,05/15/28,368000,374270.72,367766.52,2023,
PEPSICO INC,5.47,02/13/26,5385000,5385000,5410537.61,2023,
PERKINELMER INC .55% 09-15-202,0.55,09/15/23,200000,199928,192595.12,2022,
PERKINELMER INC .55% 09-15-202,0.85,09/15/24,200000,199876,185107.58,2022,
PERKINELMER INC .55% 09-15-202,0.55,09/15/23,200000,199928,198160.8,2023,
PERKINELMER INC .55% 09-15-202,0.85,09/15/24,350000,340229.5,328932.39,2023,
PERRIGO CO LTD,1.3,11/08/16,625000,624356.25,622833.75,2013,
PERRIGO CO LTD,1.3,11/08/16,1070000,1068897.9,1066291.38,2013,
PERRIGO CO LTD,1.3,11/08/16,1191000,1190656.23,1185784.61,2014,
PERRIGO CO LTD,1.3,11/08/16,1070000,1068897.9,1065314.47,2014,
PERRIGO CO LTD,1.3,11/08/16,200000,200310,199124.2,2014,
PERRIGO CO LTD,1.3,11/08/16,1191000,1190656.23,1182577.25,2015,
PERRIGO CO LTD,1.3,11/08/16,200000,200310,198585.6,2015,
PETROBRAS,3.88,01/27/16,200000,199326,206042.2,2011,
PETROBRAS,3.88,01/27/16,350000,357576,369251.05,2012,
PETROBRAS GLOBAL FINANCE,2,05/20/16,340000,338585.6,339731.06,2013,
PETROBRAS GLOBAL FINANCE,2,05/20/16,340000,338585.6,324751,2014,
PETROBRAS GLOBAL FINANCE,4.375,05/20/23,630000,601694.1,541850.4,2014,
PETROBRAS GLOBAL FINANCE,3.25,03/17/17,210000,209909.7,197925,2014,
PETROBRAS GLOBAL FINANCE,3.25,03/17/17,425000,424817.25,400562.5,2014,
PETROBRAS INTL FIN,3.5,02/06/17,255000,257246.55,257333.5,2013,
PETROBRAS INTL FIN,3.5,02/06/17,255000,257246.55,243502.05,2014,
PETRO-CANADA,4,07/15/13,1000000,1020510,1016346,2012,
PETROLEOS,4.88,03/15/15,800000,854200,851000,2011,
PETROLEOS,4.88,03/15/15,400000,427100,431000,2012,
PETROLEOS,4.875,03/15/15,400000,427100,418800,2013,
PETROLEOS MEXICA PEMEX,6,03/05/20,175000,189875,194302.5,2011,
PETROLEOS MEXICA PEMEX,6,03/05/20,325000,362834,388375,2012,
PETROLEOS MEXICA PEMEX,6,03/05/20,325000,362834,361075,2013,
PETROLEOS MEXICA PEMEX,6,03/05/20,325000,362834,364812.5,2014,
PETROLEOS MEXICA PEMEX,6,03/05/20,325000,362834,337675,2015,
PETROLEOS MEXICA PEMEX,4.5,01/23/26,210000,185456.25,191310,2016,
PETROLEOS MEXICA PEMEX,2.38,04/15/25,967500,968196.6,962765.06,2017,
PETROLEOS MEXICA PEMEX,5.95,01/28/31,230000,230000,168026.64,2023,
PFIZER INC,4.5,02/15/14,910000,981744.4,951095.6,2012,
PFIZER INC,5.35,03/15/15,400000,403920,403625.6,2014,
PFIZER INC,0.382,05/15/17,1340000,1340000,1339004.38,2014,
PFIZER INC,1.1,05/15/17,185000,184837.2,184780.96,2014,
PFIZER INC,1.1,05/15/17,185000,184837.2,184850.33,2015,
PFIZER INC,3,12/15/26,195000,193338.6,192504.2,2016,
PFIZER INC,1.7,12/15/19,410000,409704.8,409613.37,2016,
PFIZER INC,1.2,06/01/18,230000,229832.1,229397.4,2016,
PFIZER INC,2.1,05/15/19,125000,128030,126159.25,2016,
PFIZER INC,2.1,05/15/19,85000,87060.4,85133.2,2017,
PFIZER INC,0.8,05/28/25,150000,149064,149938.21,2020,
PFIZER INC,0.8,05/28/25,150000,149064,150439.44,2021,
PFIZER INC,0.8,05/28/25,150000,149064,139660.49,2022,
PFIZER INC,2.95,03/15/24,500000,512000,497927.36,2022,
PFIZER INC,0.8,05/28/25,150000,149064,138487.99,2023,
PFIZER INC,3.4,05/15/24,200000,197026,195693.63,2023,
PFIZER INC,4.45,05/19/28,200000,199760,196578.25,2023,
PFIZER INVESTMENT ENTER 4.65%,4.65,05/19/30,1385000,1382548.55,1368468.17,2023,
PFIZER INVESTMENT ENTER 4.65%,4.75,05/19/33,850000,848725,846797.45,2023,
PFIZER INVESTMENT ENTER 4.65%,4.65,05/19/30,590000,588955.7,582957.56,2023,
PFIZER INVESTMENT ENTER 4.65%,4.45,05/19/26,1207000,1205587.81,1192397.11,2023,
PFIZER INVESTMENT ENTER 4.65%,4.65,05/19/25,3771000,3768850.53,3737400.77,2023,
PFIZER INVESTMENT ENTER 4.65%,5.11,05/19/43,220000,215823.65,220499.04,2023,
PFIZER INVESTMENT ENTER 4.65%,5.3,05/19/53,75000,74888.25,77976.1,2023,
PG&E CORP,5.75,04/01/14,685000,750355.85,726001.36,2012,
PG&E CORP,5.75,04/01/14,685000,750355.85,693453.59,2013,
PG&E WILDFIRE RECOVERY FDG LLC,3.59,06/01/32,771000,770984.19,765020.39,2022,
PG&E WILDFIRE RECOVERY FDG LLC,3.59,06/01/32,679474.51,679460.58,643758.93,2023,
PHILIP MORRIS INTL INC 1.875%,4.88,05/16/13,400000,398896,422262.4,2009,
PHILIP MORRIS INTL INC 1.875%,4.88,05/16/13,400000,398896,433020.8,2010,
PHILIP MORRIS INTL INC 1.875%,4.88,05/16/13,400000,398896,422102,2011,
PHILIP MORRIS INTL INC 1.875%,4.88,05/16/13,130000,129641.2,132105.09,2012,
PHILIP MORRIS INTL INC 1.875%,2.5,08/22/22,765000,756370.8,768515.17,2012,
PHILIP MORRIS INTL INC 1.875%,2.5,08/22/22,765000,756370.8,697341.87,2013,
PHILIP MORRIS INTL INC 1.875%,2.5,08/22/22,765000,756370.8,747578.65,2014,
PHILIP MORRIS INTL INC 1.875%,2.5,05/16/16,185000,192220.55,189399.48,2014,
PHILIP MORRIS INTL INC 1.875%,2.5,08/22/22,765000,756370.8,749552.35,2015,
PHILIP MORRIS INTL INC 1.875%,1.25,08/11/17,275000,274307,275412.22,2015,
PHILIP MORRIS INTL INC 1.875%,5.65,05/16/18,2200000,2342230,2318782.4,2016,
PHILIP MORRIS INTL INC 1.875%,1.25,08/11/17,309000,310121.67,309206.72,2016,
PHILIP MORRIS INTL INC 1.875%,1.63,02/21/19,320000,319187.2,318371.2,2017,
PHILIP MORRIS INTL INC 1.875%,2,02/21/20,210000,210514.5,208692.75,2017,
PHILIP MORRIS INTL INC 1.875%,1.88,11/01/19,510000,508995.3,506881.86,2017,
PHILIP MORRIS INTL INC 1.875%,5.65,05/16/18,2200000,2342230,2231356.6,2017,
PHILIP MORRIS INTL INC 1.875%,1.88,11/01/19,2000000,1996060,1987772,2017,
PHILIP MORRIS INTL INC 1.875%,2,02/21/20,210000,210514.5,206624.46,2018,
PHILIP MORRIS INTL INC 1.875%,1.88,11/01/19,510000,508995.3,503409.78,2018,
PHILIP MORRIS INTL INC 1.875%,1.88,11/01/19,2000000,1996060,1974156,2018,
PHILIP MORRIS INTL INC 1.875%,2.88,05/01/24,685000,681211.95,695223.63,2019,
PHILIP MORRIS INTL INC 1.875%,2.38,08/17/22,215000,209483.1,215124.49,2019,
PHILIP MORRIS INTL INC 1.875%,2.5,11/02/22,455000,445831.75,456855.49,2019,
PHILIP MORRIS INTL INC 1.875%,2.63,02/18/22,195000,192619.05,196639.56,2019,
PHILIP MORRIS INTL INC 1.875%,1.88,11/01/19,2000000,1996060,1996302,2019,
PHILIP MORRIS INTL INC 1.875%,1.5,05/01/25,1130000,1124485.6,1156793.83,2020,
PHILIP MORRIS INTL INC 1.875%,2.63,02/18/22,195000,192619.05,201101.61,2020,
PHILIP MORRIS INTL INC 1.875%,1.75,11/01/30,460000,455363.2,444511.13,2021,
PHILIP MORRIS INTL INC 1.875%,2.13,05/10/23,345000,354649.65,342076.6,2022,
PHILIP MORRIS INTL INC 1.875%,2.5,08/22/22,3885000,3970819.65,3882552.96,2022,
PHILIP MORRIS INTL INC 1.875%,2.63,03/06/23,200000,207556,199254.39,2022,
PHILIP MORRIS INTL INC 1.875%,5.13,02/15/30,880000,872766.4,870093.66,2023,
PHILIP MORRIS INTL INC 1.875%,5.75,11/17/32,380000,379658,389148.53,2023,
PHILIP MORRIS INTL INC 1.875%,4.88,02/15/28,242000,244231.24,238302.39,2023,
PHILIP MORRIS INTL INC 1.875%,4.88,02/13/26,1100000,1096161,1092215.2,2023,
PHILIP MORRIS INTL INC 1.875%,5.38,02/15/33,415000,417652.7,414085.65,2023,
PHILIP MORRIS INTL INC 1.875%,5.75,11/17/32,220000,228563.3,225296.52,2023,
PHILIPS ELECTRON PHG,5.75,03/11/18,155000,153147.75,164929.3,2009,
PHILIPS ELECTRON PHG,3.75,03/15/22,145000,145466.9,156743.55,2012,
PHILIPS ELECTRON PHG,3.75,03/15/22,145000,145466.9,145078.3,2013,
PHILIPS ELECTRON PHG,3.75,03/15/22,145000,145466.9,150992.56,2014,
PHILIPS ELECTRON PHG,3.75,03/15/22,145000,145466.9,148848.59,2015,
PHILIPS ELECTRON PHG,5.75,03/11/18,1300000,1375647,1362435.1,2016,
PHILLIPS 66,2.95,05/01/17,525000,528185.5,556414.42,2012,oil_gas
PHILLIPS 66,1.95,03/05/15,375000,374827.5,382626,2012,oil_gas
PHILLIPS 66,1.95,03/05/15,305000,304859.7,311202.48,2012,oil_gas
PHILLIPS 66,2.95,05/01/17,525000,528185.5,546204.75,2013,oil_gas
PHILLIPS 66,1.95,03/05/15,375000,374827.5,380223.75,2013,oil_gas
PHILLIPS 66,1.95,03/05/15,305000,304859.7,309248.65,2013,oil_gas
PHILLIPS 66,1.95,03/05/15,1100000,1118612,1115323,2013,oil_gas
PHILLIPS 66,2.95,05/01/17,525000,528185.5,542211.07,2014,oil_gas
PHILLIPS 66,1.95,03/05/15,375000,374827.5,375948.75,2014,oil_gas
PHILLIPS 66,2.95,05/01/17,525000,528185.5,532135.8,2015,oil_gas
PHILLIPS 66,2.95,05/01/17,767000,782731.17,777425.06,2015,oil_gas
PHILLIPS 66 .9% DUE ,2.95,05/01/17,1600000,1624384,1608924.8,2016,oil_gas
PHILLIPS 66 .9% DUE ,2.95,05/01/17,885000,902365.47,889936.53,2016,oil_gas
PHILLIPS 66 .9% DUE ,3.61,02/15/25,750000,765525,755625.75,2017,oil_gas
PHILLIPS 66 .9% DUE ,3.61,02/15/25,750000,765525,715174.5,2018,oil_gas
PHILLIPS 66 .9% DUE ,4.3,04/01/22,239000,252742.15,253373.64,2020,oil_gas
PHILLIPS 66 .9% DUE ,3.85,04/09/25,180000,201907.8,198079.9,2021,oil_gas
PHILLIPS 66 .9% DUE ,4.3,04/01/22,239000,252742.15,245927.51,2021,oil_gas
PHILLIPS 66 .9% DUE ,0.9,02/15/24,600000,599352,600788.04,2021,oil_gas
PHILLIPS 66 .9% DUE ,0.9,02/15/24,100000,99892,100131.34,2021,oil_gas
PHILLIPS 66 .9% DUE ,3.85,04/09/25,180000,201907.8,178886.6,2022,oil_gas
PHILLIPS 66 .9% DUE ,0.9,02/15/24,600000,599352,571339.11,2022,oil_gas
PHILLIPS 66 .9% DUE ,0.9,02/15/24,100000,99892,95223.19,2022,oil_gas
PHILLIPS 66 .9% DUE ,3.85,04/09/25,180000,201907.8,174994.45,2023,oil_gas
PHILLIPS 66 FLTG RT 144A ,3,04/15/19,3055000,3056547.75,3056353.37,2018,oil_gas
PHILLIPS 66 PARTNERS LP 3.605%,3.61,02/15/25,750000,765525,734528.25,2016,oil_gas
PHILLIPS 66 PARTNERS LP 3.605%,3.75,03/01/28,900000,901287,900411.3,2017,oil_gas
PHILLIPS 66 PARTNERS LP 3.605%,3.75,03/01/28,900000,901287,841134.6,2018,oil_gas
PHILLIPS 66 PARTNERS LP 3.605%,3.61,02/15/25,750000,765525,772815,2019,oil_gas
PHILLIPS 66 PARTNERS LP 3.605%,3.75,03/01/28,900000,901287,917636.4,2019,oil_gas
PHILLIPS 66 PARTNERS LP 3.605%,3.61,02/15/25,750000,765525,800472.15,2020,oil_gas
PHILLIPS 66 PARTNERS LP 3.605%,3.75,03/01/28,900000,901287,960653.27,2020,oil_gas
PHILLIPS 66 PARTNERS LP 3.605%,3.61,02/15/25,595000,607316.5,640877.56,2021,oil_gas
PHILLIPS 66 PARTNERS LP 3.605%,3.61,02/15/25,595000,586059.58,588080.13,2022,oil_gas
PHILLIPS 66 PARTNERS LP 3.605%,3.61,02/15/25,595000,581904.05,574096.65,2023,oil_gas
PHILLIPS EDISON GROCERY 2.625,2.63,11/15/31,200000,197384,148038.25,2023,
PINNACLE WEST CAP 2.25% 11-30-202,2.25,11/30/20,935000,927819.2,933245.94,2019,
PINNACLE WEST CAP 2.25% 11-30-202,1.3,06/15/25,195000,194980.5,177600.54,2023,
PIONEER NATURAL RESOURCES CO,1.13,01/15/26,775000,774852.75,767379.43,2021,oil_gas
PIONEER NATURAL RESOURCES CO,0.55,05/15/23,80000,79995.2,80076.41,2021,oil_gas
PIONEER NATURAL RESOURCES CO,0.75,01/15/24,160000,159934.4,159852.98,2021,oil_gas
PIONEER NATURAL RESOURCES CO,0.55,05/15/23,250000,249985,250238.8,2021,oil_gas
PIONEER NATURAL RESOURCES CO,0.75,01/15/24,550000,549774.5,549494.62,2021,oil_gas
PIONEER NATURAL RESOURCES CO,1.13,01/15/26,200000,199962,198033.4,2021,oil_gas
PIONEER NATURAL RESOURCES CO,0.55,05/15/23,1000000,999940,1000955.18,2021,oil_gas
PIONEER NATURAL RESOURCES CO,0.55,05/15/23,80000,79995.2,77970.96,2022,oil_gas
PIONEER NATURAL RESOURCES CO,0.55,05/15/23,250000,249985,243659.24,2022,oil_gas
PIONEER NATURAL RESOURCES CO,1.13,01/15/26,200000,199962,178701.13,2022,oil_gas
PIONEER NATURAL RESOURCES CO,0.55,05/15/23,1000000,999940,974636.95,2022,oil_gas
PIONEER NATURAL RESOURCES CO,5.1,03/29/26,325000,325932.75,323050.22,2023,oil_gas
PIONEER NATURAL RESOURCES CO,1.13,01/15/26,700000,630427.7,630350.25,2023,oil_gas
PIONEER NATURAL RESOURCES CO,5.1,03/29/26,240000,239882.4,238560.16,2023,oil_gas
PIONEER NATURAL RESOURCES CO,5.1,03/29/26,640000,639686.4,636160.43,2023,oil_gas
PIONEER NATURAL RESOURCES CO,5.1,03/29/26,1000000,999510,994000.67,2023,oil_gas
PIONEER NATURAL RESOURCES CO,1.13,01/15/26,200000,199962,180100.07,2023,oil_gas
PLAINS ALL AMERN PIPELINE L P,5,02/01/21,830000,862378.3,852527.86,2018,oil_gas
PLAINS ALL AMERN PIPELINE L P,5,02/01/21,830000,862378.3,854927.39,2019,oil_gas
PLAINS ALL AMERN PIPELINE L P,3.55,12/15/29,325000,312523.25,316632.9,2020,oil_gas
PLAINS ALL AMERN PIPELINE L P,5,02/01/21,830000,862378.3,837598.55,2020,oil_gas
PLATINUM UNDERWRITERS FIN INC,7.5,06/01/17,2300000,2372855,2352463,2016,
PNC BANK,1.15,11/01/16,600000,599220,600735,2013,
PNC BANK,0.8,01/28/16,745000,744843.55,743254.46,2013,
PNC BANK,1.15,11/01/16,600000,599220,600800.4,2014,
PNC BANK,0.8,01/28/16,1080000,1080607.35,1081657.8,2014,
PNC BANK,1.15,11/01/16,600000,599220,600065.4,2015,
PNC BANK,1.5,02/23/18,250000,249935,248790,2015,
PNC BANK,1.6,06/01/18,370000,369752.1,367240.17,2015,
PNC BANK,1.6,06/01/18,1500000,1498995,1488811.5,2015,
PNC BANK,1.15,11/01/16,1900000,1908303,1900207.1,2015,
PNC BANK,1.5,02/23/18,200000,199948,199032,2015,
PNC BANK,1.8,11/05/18,315000,314952.75,314193.91,2015,
PNC BANK,1.15,11/01/16,1600000,1602064,1600174.4,2015,
PNC BANK,1.7,12/07/18,335000,334725.3,334393.65,2016,
PNC BANK,1.5,02/23/18,250000,249935,249686.5,2016,
PNC BANK,1.6,06/01/18,370000,369752.1,369561.92,2016,
PNC BANK,1.6,06/01/18,1500000,1498995,1498224,2016,
PNC BANK,1.5,02/23/18,200000,199948,199749.2,2016,
PNC BANK,1.8,11/05/18,315000,314952.75,315571.73,2016,
PNC BANK,1.95,03/04/19,145000,144853.55,145152.83,2016,
PNC BANK,5.25,01/15/17,1025000,1060936.5,1026153.13,2016,
PNC BANK,1.5,02/23/18,999000,1002148.74,997747.25,2016,
PNC BANK,2.63,02/17/22,250000,244715,243756.25,2018,
PNC BANK,2.63,02/17/22,250000,244715,252138.75,2019,
PNC BANK,2.63,02/17/22,250000,244715,258991.7,2020,
PNC BK N A PITTSBURGH PA MEDIU,1.5,10/18/17,1500000,1502625,1500759,2016,
PNC BK N A PITTSBURGH PA MEDIU,1.87,07/27/22,250000,250000,250633,2017,
PNC BK N A PITTSBURGH PA MEDIU,1.5,02/23/18,250000,249935,249921.5,2017,
PNC BK N A PITTSBURGH PA MEDIU,2,05/19/20,510000,509423.7,505846.05,2017,
PNC BK N A PITTSBURGH PA MEDIU,2.45,11/05/20,250000,252350,250374.5,2017,
PNC BK N A PITTSBURGH PA MEDIU,2.45,11/05/20,749000,756784.86,750122,2017,
PNC BK N A PITTSBURGH PA MEDIU,1.95,03/04/19,145000,144853.55,144745.67,2017,
PNC BK N A PITTSBURGH PA MEDIU,1.8,05/19/20,1920000,1921395.2,1926330.24,2017,
PNC BK N A PITTSBURGH PA MEDIU,1.95,03/04/19,250000,250762.5,249561.5,2017,
PNC BK N A PITTSBURGH PA MEDIU,2,05/19/20,735000,729955.2,720281.63,2018,
PNC BK N A PITTSBURGH PA MEDIU,2.45,11/05/20,250000,252350,245646.75,2018,
PNC BK N A PITTSBURGH PA MEDIU,2.45,11/05/20,749000,756784.86,735957.66,2018,
PNC BK N A PITTSBURGH PA MEDIU,2.5,01/22/21,927000,924765.93,910077.62,2018,
PNC BK N A PITTSBURGH PA MEDIU,2.69,05/19/20,1920000,1921395.2,1925477.76,2018,
PNC BK N A PITTSBURGH PA MEDIU,1.95,03/04/19,250000,250762.5,248627.25,2018,
PNC BK N A PITTSBURGH PA MEDIU,2.45,07/28/22,250000,242625,252582,2019,
PNC BK N A PITTSBURGH PA MEDIU,2.45,11/05/20,250000,252350,250565,2019,
PNC BK N A PITTSBURGH PA MEDIU,2,05/19/20,735000,729955.2,733044.9,2019,
PNC BK N A PITTSBURGH PA MEDIU,2.45,11/05/20,749000,756784.86,750692.74,2019,
PNC BK N A PITTSBURGH PA MEDIU,2.5,01/22/21,927000,924765.93,930100.82,2019,
PNC BK N A PITTSBURGH PA MEDIU,2.76,06/10/21,250000,250000,250218.75,2019,
PNC BK N A PITTSBURGH PA MEDIU,2.79,03/12/21,2515000,2515000,2517859.56,2019,
PNC BK N A PITTSBURGH PA MEDIU,2.3,06/01/20,3105000,3059822.25,3106645.65,2019,
PNC BK N A PITTSBURGH PA MEDIU,2.03,12/09/22,370000,370000,377529,2020,
PNC BK N A PITTSBURGH PA MEDIU,2.45,11/05/20,749000,756784.86,753007.15,2020,
PNC BK N A PITTSBURGH PA MEDIU,1.55,07/22/22,3615000,3615000,3622836.24,2020,
PNC BK N A PITTSBURGH PA MEDIU,2.03,12/09/22,370000,370000,372676.26,2021,
PNC BK N A PITTSBURGH PA MEDIU,0.63,07/22/22,4615000,4617325,4615745.92,2021,
PNC FDG CORP 5.125% DUE 02-08-,5.13,02/08/20,1978000,2017579.78,2010977.22,2019,
PNC FINL SVCS GROUP INC 5.812%,5.07,01/24/34,755000,755000,724014.94,2023,
PNC FINL SVCS GROUP INC 5.812%,5.58,06/12/29,285000,285000,283658.79,2023,
PNC FINL SVCS GROUP INC 5.812%,5.81,06/12/26,540000,540000,536714.44,2023,
PNC FINL SVCS GROUP INC 5.812%,5.67,10/28/25,591000,591000,586093.88,2023,
PNC FINL SVCS GROUP INC 5.812%,5.81,06/12/26,900000,900000,894524.07,2023,
PNC FUNDING CORP,3.63,02/08/15,305000,304695,315355.97,2010,
PNC FUNDING CORP,3.63,02/08/15,305000,304695,320377.79,2011,
PNC FUNDING CORP,3.63,02/08/15,305000,304695,322875.74,2012,
PNC FUNDING CORP,2.7,09/19/16,500000,518490,528262.5,2012,
PNC FUNDING CORP,2.7,09/19/16,500000,518490,521531.5,2013,
PNC FUNDING CORP,3.625,02/08/15,1400000,1454460,1448195,2013,
PNC FUNDING CORP,2.7,09/19/16,500000,518490,513479,2014,
PNC FUNDING CORP,3.625,02/08/15,1500000,1525530,1504416,2014,
PNC FUNDING CORP,2.7,09/19/16,185000,193288,189987.23,2014,
PNC FUNDING CORP,3.625,02/08/15,1400000,1454460,1404121.6,2014,
PNC FUNDING CORP,2.7,09/19/16,500000,518490,504911,2015,
PNC FUNDING CORP,2.7,09/19/16,125000,130600,126227.75,2015,
PNC FUNDING CORP,2.7,09/19/16,882000,894930.12,890663,2015,
POTASH CORP-SASKATCHEWAN,3.75,09/30/15,1500000,1560045,1533250.5,2014,
PPG INDUSTRIES 1.2% DUE 03-15-,1.2,03/15/26,330000,296960.4,295598.05,2023,
PPL CAP FDG INC 1.9% DUE 06-01,1.9,06/01/18,450000,449563.5,449893.35,2016,
PPL CAP FDG INC 1.9% DUE 06-01,1.9,06/01/18,450000,449563.5,449603.1,2017,
PPL CAPITAL FUNDING INC 3.5% D,3.5,12/01/22,700000,717633,719862.5,2019,
PPL CAPITAL FUNDING INC 3.5% D,3.5,12/01/22,827000,848716.05,875115.35,2020,
PPL CAPITAL FUNDING INC 3.5% D,3.5,12/01/22,827000,848716.05,856731.05,2021,
PPL ELEC UTILS CORP FLTG RT ,0.38,06/24/24,120000,120000,120037.2,2021,
PPL ELEC UTILS CORP FLTG RT ,0.4,09/28/23,1765000,1765000,1765562.75,2021,
PPL ELEC UTILS CORP FLTG RT ,1.8,06/24/24,120000,120000,117333.81,2022,
PPL ELEC UTILS CORP FLTG RT ,1.8,06/24/24,2783000,2778304.43,2721166.64,2022,
PPL ELEC UTILS CORP FLTG RT ,2.48,09/28/23,1765000,1765000,1745237.56,2022,
PPL ENERGY SUPPLY LLC,6.3,07/15/13,100000,99959,107685,2009,
PPL ENERGY SUPPLY LLC,6.3,07/15/13,100000,99959,110169.4,2010,
PPL ENERGY SUPPLY LLC,6.3,07/15/13,100000,99959,106839.7,2011,
PRAXAIR INC 2.2% DUE ,2.2,08/15/22,140000,136736.6,140539.28,2019,
PRICOA GLOBAL FDG,5.3,09/27/13,1200000,1259957,1240284,2012,
PRICOA GLOBAL FDG,5.45,06/11/14,500000,534110,510693.5,2013,
PRICOA GLOBAL FDG,0.382,05/16/16,3000000,3000000,3000720,2014,
PRICOA GLOBAL FDG,1.6,05/29/18,306000,307153.62,305794.06,2016,
PRICOA GLOBAL FDG,1.5,06/27/18,838000,838000,838393.86,2016,
PRICOA GLOBAL FDG,2.45,09/21/22,105000,104891.85,104057,2017,
PRICOA GLOBAL FDG,2.45,09/21/22,105000,104891.85,100725.35,2018,
PRICOA GLOBAL FDG,2.2,05/16/19,2254000,2243702.28,2244889.33,2018,
PRICOA GLOBAL FDG,2.45,09/21/22,105000,104891.85,105355.85,2019,
PRICOA GLOBAL FDG,2.55,11/24/20,4239000,4231327.41,4255468.52,2019,
PRICOA GLOBAL FDG,2.45,09/21/22,105000,104891.85,109242.67,2020,
PRICOA GLOBAL FDG,2.55,11/24/20,4239000,4231327.41,4274300.48,2020,
PRICOA GLOBAL FDG,0.8,09/01/25,1500000,1496850,1487474.9,2021,
PRICOA GLOBAL FDG,2.45,09/21/22,105000,104891.85,107750.06,2021,
PRICOA GLOBAL FDG,0.8,09/01/25,1500000,1496850,1369095.99,2022,
PRICOA GLOBAL FDG,2.45,09/21/22,105000,104891.85,104967.02,2022,
PRICOA GLOBAL FDG,4.2,08/28/25,200000,199878,193848.62,2023,
PRICOA GLOBAL FDG,0.8,09/01/25,1500000,1496850,1348728.18,2023,
PRICOA GLOBAL FDG,4.88,07/15/26,435000,422380.71,418143.75,2023,
PRIME SEC SVCS BORROWER,3.38,08/31/27,80000,71200,70558.1,2023,
PRIN LIFE GLOBAL 2.625% DUE 11,2.63,11/19/20,1051000,1065208.84,1055302.79,2017,
PRIN LIFE GLOBAL 2.625% DUE 11,2.15,01/10/20,245000,244659.45,244038.87,2017,
PRIN LIFE GLOBAL 2.625% DUE 11,2.63,11/19/20,1051000,1065208.84,1034043.17,2018,
PRIN LIFE GLOBAL 2.625% DUE 11,2.15,01/10/20,245000,244659.45,241668.98,2018,
PRINCETON 4.95 DUE 03-01-2019,4.95,03/01/19,500000,549670,533704.5,2016,
PRINCETON 4.95 DUE 03-01-2019,4.95,03/01/19,500000,549670,516121.5,2017,
PRINCETON 4.95 DUE 03-01-2019,4.95,03/01/19,365000,392294.85,370723.57,2018,
PRINCIPAL LIFE GLB,5.1,04/15/14,245000,244583.5,249264.47,2009,
PRINCIPAL LIFE GLB,5.1,04/15/14,245000,244583.5,264231.76,2010,
PRINCIPAL LIFE GLB,5.1,04/15/14,245000,244583.5,258794.97,2011,
PRINCIPAL LIFE GLB,1,12/11/15,829000,828461.15,827778.05,2012,
PRINCIPAL LIFE GLB,0.98,07/09/14,1550000,1554496.5,1549499.35,2012,
PRINCIPAL LIFE GLB,5.1,04/15/14,400000,428316,422383.6,2012,
PRINCIPAL LIFE GLB,1,12/11/15,829000,828461.15,830687.01,2013,
PRINCIPAL LIFE GLB,5.1,04/15/14,400000,428316,405338,2013,
PRINCIPAL LIFE GLB,1.125,09/18/15,2200000,2218436,2216077.6,2013,
PRINCIPAL LIFE GLB,1.5,09/11/17,1563000,1562265.39,1558556.38,2014,
PRINCIPAL LIFE GLB,1.5,09/11/17,1155000,1154457.15,1151716.33,2014,
PRINCIPAL LIFE GLB,0.606,05/27/16,2135000,2142479.23,2140679.1,2014,
PRINCIPAL LIFE GLB,1.5,09/11/17,1563000,1562265.39,1558170.33,2015,
PRINCIPAL LIFE GLB,1.5,09/11/17,1155000,1154457.15,1151431.05,2015,
PRINCIPAL LIFE GLB,0.777,05/27/16,2135000,2142479.23,2135875.35,2015,
PRINCIPAL LIFE GLB,0.977,12/01/17,1100000,1100000,1099406,2015,
PRINCIPAL LIFE GLB,1.5,09/11/17,1563000,1562265.39,1564047.21,2016,
PRINCIPAL LIFE GLB,1.5,09/11/17,40000,39981.2,40026.8,2016,
PRINCIPAL LIFE GLB,1.74,05/21/18,1500000,1502025,1500690,2017,
